url	panorama_id	ocr_id	notes	gsv_url
https://www.alltext.nyc/panorama/lcaicuO4XWHL7LzL9EyeJQ?o=119512485	lcaicuO4XWHL7LzL9EyeJQ	119512485		https://www.google.com/maps/@40.755302,-73.98918,3a,20y,254.39h,76.67t/data=!3m6!1e1!3m4!1slcaicuO4XWHL7LzL9EyeJQ!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/q6qvPVp8XJQApGzxFT8F9g?o=747798	q6qvPVp8XJQApGzxFT8F9g	747798		https://www.google.com/maps/@40.7633,-73.96245,3a,20y,281.94h,83.73t/data=!3m6!1e1!3m4!1sq6qvPVp8XJQApGzxFT8F9g!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/y9ZMklktYilgoX1KyNNguA?o=590300	y9ZMklktYilgoX1KyNNguA	590300		https://www.google.com/maps/@40.829456,-73.94202,3a,20y,330.28h,70.74t/data=!3m6!1e1!3m4!1sy9ZMklktYilgoX1KyNNguA!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/Pshg3AgSbXQw5nvon-Ib7g?o=1124597	Pshg3AgSbXQw5nvon-Ib7g	1124597		https://www.google.com/maps/@40.762478,-73.978676,3a,20y,352.28h,72.95t/data=!3m6!1e1!3m4!1sPshg3AgSbXQw5nvon-Ib7g!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/CodrOuANyDtWJtRgt3D65w?o=1305244	CodrOuANyDtWJtRgt3D65w	1305244		https://www.google.com/maps/@40.72064,-73.999695,3a,20y,163.89h,70.88t/data=!3m6!1e1!3m4!1sCodrOuANyDtWJtRgt3D65w!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/PN4pd0FY_9_vuLf1D4c6lQ?o=2373265	PN4pd0FY_9_vuLf1D4c6lQ	2373265		https://www.google.com/maps/@40.71492,-74.00797,3a,20y,129.06h,75.84t/data=!3m6!1e1!3m4!1sPN4pd0FY_9_vuLf1D4c6lQ!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/FaXppx-a9FkbiEXqiAI_YA?o=10702656	FaXppx-a9FkbiEXqiAI_YA	10702656		https://www.google.com/maps/@40.72313,-73.99872,3a,20y,155.74h,79.17t/data=!3m6!1e1!3m4!1sFaXppx-a9FkbiEXqiAI_YA!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/V3Rg8Kb6PP9rXOGGSxE6GA?o=19561483	V3Rg8Kb6PP9rXOGGSxE6GA	19561483		https://www.google.com/maps/@40.76314,-73.98034,3a,20y,189.03h,74.73t/data=!3m6!1e1!3m4!1sV3Rg8Kb6PP9rXOGGSxE6GA!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/cG3OC6Fi0HAi0NkA4t1SWw?o=23269931	cG3OC6Fi0HAi0NkA4t1SWw	23269931		https://www.google.com/maps/@40.71943,-73.99727,3a,20y,115.19h,68.13t/data=!3m6!1e1!3m4!1scG3OC6Fi0HAi0NkA4t1SWw!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/6Tk1jt7v1-SnpKqU6fje9A?o=67056699	6Tk1jt7v1-SnpKqU6fje9A	67056699		https://www.google.com/maps/@40.774456,-73.90544,3a,20y,307.27h,70.48t/data=!3m6!1e1!3m4!1s6Tk1jt7v1-SnpKqU6fje9A!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/eR_xLjDCYijD6_1XTEde6w?o=4044898	eR_xLjDCYijD6_1XTEde6w	4044898		https://www.google.com/maps/@40.76521,-73.98137,3a,20y,95.59h,84.29t/data=!3m6!1e1!3m4!1seR_xLjDCYijD6_1XTEde6w!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/464xRaxS3n3MpJamKeDMQQ?o=5548897	464xRaxS3n3MpJamKeDMQQ	5548897		https://www.google.com/maps/@40.7592,-73.98064,3a,20y,336.84h,81.46t/data=!3m6!1e1!3m4!1s464xRaxS3n3MpJamKeDMQQ!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/mqfiHD96ZAQhGlErQlHJzw?o=13985729	mqfiHD96ZAQhGlErQlHJzw	13985729		https://www.google.com/maps/@40.72418,-73.99442,3a,20y,335.57h,81.97t/data=!3m6!1e1!3m4!1smqfiHD96ZAQhGlErQlHJzw!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/9kR41_EDjrlI0xBqIUThug?o=72629489	9kR41_EDjrlI0xBqIUThug	72629489		https://www.google.com/maps/@40.745907,-73.942535,3a,20y,213.43h,76.84t/data=!3m6!1e1!3m4!1s9kR41_EDjrlI0xBqIUThug!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/f34wIeZ2vVSaZeherjqdVw?o=117974218	f34wIeZ2vVSaZeherjqdVw	117974218	hat	https://www.google.com/maps/@40.74844,-73.9847,3a,20y,241.98h,74.85t/data=!3m6!1e1!3m4!1sf34wIeZ2vVSaZeherjqdVw!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/utdPdh3wP5N0ttnYDTiqeg?o=6184318	utdPdh3wP5N0ttnYDTiqeg	6184318		https://www.google.com/maps/@40.723236,-74.00085,3a,20y,138.83h,68.52t/data=!3m6!1e1!3m4!1sutdPdh3wP5N0ttnYDTiqeg!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/09Ar6tCmaAKnXPy6GDfgOw?o=7032449	09Ar6tCmaAKnXPy6GDfgOw	7032449		https://www.google.com/maps/@40.76123,-73.979675,3a,20y,34.91h,73.52t/data=!3m6!1e1!3m4!1s09Ar6tCmaAKnXPy6GDfgOw!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/38nH8QHNvOUks1RRHahqrw?o=19993383	38nH8QHNvOUks1RRHahqrw	19993383		https://www.google.com/maps/@40.75107,-73.97818,3a,20y,10.50h,65.23t/data=!3m6!1e1!3m4!1s38nH8QHNvOUks1RRHahqrw!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/ZcNCJUeEPvLe9XJ1tGFK3g?o=41244242	ZcNCJUeEPvLe9XJ1tGFK3g	41244242		https://www.google.com/maps/@40.729465,-73.954506,3a,20y,119.37h,79.48t/data=!3m6!1e1!3m4!1sZcNCJUeEPvLe9XJ1tGFK3g!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/OtjPoKLuSMV0j1fquLdk5Q?o=4035555	OtjPoKLuSMV0j1fquLdk5Q	4035555		https://www.google.com/maps/@40.71284,-74.00835,3a,20y,201.14h,81.39t/data=!3m6!1e1!3m4!1sOtjPoKLuSMV0j1fquLdk5Q!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/nu_lX6YHarlH8gJoWJpI8g?o=19898144	nu_lX6YHarlH8gJoWJpI8g	19898144		https://www.google.com/maps/@40.735477,-73.985596,3a,20y,94.20h,84.94t/data=!3m6!1e1!3m4!1snu_lX6YHarlH8gJoWJpI8g!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/0-Z8OFuV4pADV8mchgtI0g?o=8480396	0-Z8OFuV4pADV8mchgtI0g	8480396		https://www.google.com/maps/@40.755287,-73.98521,3a,20y,191.28h,82.76t/data=!3m6!1e1!3m4!1s0-Z8OFuV4pADV8mchgtI0g!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/dANK7nuVwW22chKtU06j2w?o=9839771	dANK7nuVwW22chKtU06j2w	9839771		https://www.google.com/maps/@40.72199,-73.99745,3a,20y,268.28h,69.54t/data=!3m6!1e1!3m4!1sdANK7nuVwW22chKtU06j2w!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/08b9d9oRQrLDckg8GokEwg?o=11693256	08b9d9oRQrLDckg8GokEwg	11693256		https://www.google.com/maps/@40.724964,-73.99923,3a,20y,353.36h,72.79t/data=!3m6!1e1!3m4!1s08b9d9oRQrLDckg8GokEwg!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/k6E2W_fSFiSlR86IsQ0tRg?o=11890759	k6E2W_fSFiSlR86IsQ0tRg	11890759		https://www.google.com/maps/@40.775112,-73.95918,3a,20y,330.72h,82.81t/data=!3m6!1e1!3m4!1sk6E2W_fSFiSlR86IsQ0tRg!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/FomkLS7wdm5JWtT0DnzuQQ?o=21868539	FomkLS7wdm5JWtT0DnzuQQ	21868539		https://www.google.com/maps/@40.759323,-73.979294,3a,20y,348.57h,78.25t/data=!3m6!1e1!3m4!1sFomkLS7wdm5JWtT0DnzuQQ!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/Bn8V3jZMkNOXU0h6nnpfoA?o=23262211	Bn8V3jZMkNOXU0h6nnpfoA	23262211		https://www.google.com/maps/@40.77371,-73.9692,3a,20y,245.39h,82.88t/data=!3m6!1e1!3m4!1sBn8V3jZMkNOXU0h6nnpfoA!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/dn1OHKSpUis2t7xAkDFhew?o=21800848	dn1OHKSpUis2t7xAkDFhew	21800848		https://www.google.com/maps/@40.757195,-73.97202,3a,20y,218.57h,76.19t/data=!3m6!1e1!3m4!1sdn1OHKSpUis2t7xAkDFhew!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/CBrXcNGcM195rTMBTO8bdw?o=8882992	CBrXcNGcM195rTMBTO8bdw	8882992		https://www.google.com/maps/@40.7484,-73.984634,3a,20y,256.44h,74.73t/data=!3m6!1e1!3m4!1sCBrXcNGcM195rTMBTO8bdw!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/8ZQbwmcsd9PhkXBtFkWQjw?o=11557412	8ZQbwmcsd9PhkXBtFkWQjw	11557412		https://www.google.com/maps/@40.72156,-73.998924,3a,20y,169.82h,74.94t/data=!3m6!1e1!3m4!1s8ZQbwmcsd9PhkXBtFkWQjw!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/pWqaDVUSZxQdJxWWusVFhw?o=13125841	pWqaDVUSZxQdJxWWusVFhw	13125841		https://www.google.com/maps/@40.761753,-73.97511,3a,20y,154.05h,74.79t/data=!3m6!1e1!3m4!1spWqaDVUSZxQdJxWWusVFhw!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/fAH63DhK8wCrZ7nIrL_50g?o=15797887	fAH63DhK8wCrZ7nIrL_50g	15797887		https://www.google.com/maps/@40.761387,-73.9781,3a,20y,26.18h,83.82t/data=!3m6!1e1!3m4!1sfAH63DhK8wCrZ7nIrL_50g!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/upChUutv8kJ9ezvFUfXRHA?o=21819352	upChUutv8kJ9ezvFUfXRHA	21819352		https://www.google.com/maps/@40.717648,-73.9878,3a,20y,339.06h,69.86t/data=!3m6!1e1!3m4!1supChUutv8kJ9ezvFUfXRHA!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/6YLFdAVzRwLYVoPEqNVcrg?o=24400652	6YLFdAVzRwLYVoPEqNVcrg	24400652		https://www.google.com/maps/@40.749092,-73.992,3a,20y,320.85h,79.59t/data=!3m6!1e1!3m4!1s6YLFdAVzRwLYVoPEqNVcrg!2e0!7i16384!8i8192?entry=ttu
https://www.alltext.nyc/panorama/bM2GEf0OPGXu_clnVUZYvg?o=24605771	bM2GEf0OPGXu_clnVUZYvg	24605771		https://www.google.com/maps/@40.757298,-73.981964,3a,20y,358.34h,74.12t/data=!3m6!1e1!3m4!1sbM2GEf0OPGXu_clnVUZYvg!2e0!7i16384!8i8192?entry=ttu
